year,month,day,hour,PM2.5,TEMP,timestamp,Musim
2013,3,9,9,113.0,16.3,2013-03-09 09:00:00,Semi
2013,3,9,10,145.0,16.7,2013-03-09 10:00:00,Semi
2013,3,9,11,69.0,14.3,2013-03-09 11:00:00,Semi
2013,3,9,12,78.0,12.4,2013-03-09 12:00:00,Semi
2013,3,9,13,49.0,10.3,2013-03-09 13:00:00,Semi
2013,3,9,14,47.0,10.5,2013-03-09 14:00:00,Semi
2013,3,9,15,28.0,10.2,2013-03-09 15:00:00,Semi
2013,3,9,16,21.0,10.5,2013-03-09 16:00:00,Semi
2013,3,9,17,14.0,8.6,2013-03-09 17:00:00,Semi
2013,3,9,18,17.0,7.4,2013-03-09 18:00:00,Semi
2013,3,9,19,15.0,6.4,2013-03-09 19:00:00,Semi
2013,3,9,20,18.0,5.6,2013-03-09 20:00:00,Semi
2013,3,9,21,12.0,4.8,2013-03-09 21:00:00,Semi
2013,3,9,22,11.0,3.8,2013-03-09 22:00:00,Semi
2013,3,9,23,6.0,0.8,2013-03-09 23:00:00,Semi
2013,3,10,0,11.0,-0.5,2013-03-10 00:00:00,Semi
2013,3,10,1,11.0,-0.2,2013-03-10 01:00:00,Semi
2013,3,10,2,6.0,-2.1,2013-03-10 02:00:00,Semi
2013,3,10,3,10.0,-2.0,2013-03-10 03:00:00,Semi
2013,3,10,4,18.0,-1.3,2013-03-10 04:00:00,Semi
2013,3,10,5,21.0,-1.8,2013-03-10 05:00:00,Semi
2013,3,10,6,18.0,-2.0,2013-03-10 06:00:00,Semi
2013,3,10,7,24.0,3.5,2013-03-10 07:00:00,Semi
2013,3,10,8,31.0,5.3,2013-03-10 08:00:00,Semi
2013,3,10,9,26.0,6.8,2013-03-10 09:00:00,Semi
2013,3,10,10,27.0,8.3,2013-03-10 10:00:00,Semi
2013,3,10,11,30.0,9.8,2013-03-10 11:00:00,Semi
2013,3,10,12,28.0,10.4,2013-03-10 12:00:00,Semi
2013,3,10,13,34.0,11.2,2013-03-10 13:00:00,Semi
2013,3,10,14,28.0,11.4,2013-03-10 14:00:00,Semi
2013,3,10,15,37.0,11.3,2013-03-10 15:00:00,Semi
2013,3,10,16,36.0,10.4,2013-03-10 16:00:00,Semi
2013,3,10,17,38.0,9.1,2013-03-10 17:00:00,Semi
2013,3,10,18,44.0,8.2,2013-03-10 18:00:00,Semi
2013,3,10,19,60.0,7.7,2013-03-10 19:00:00,Semi
2013,3,10,20,70.0,7.4,2013-03-10 20:00:00,Semi
2013,3,10,21,64.0,6.5,2013-03-10 21:00:00,Semi
2013,3,10,22,70.0,5.9,2013-03-10 22:00:00,Semi
2013,3,10,23,81.0,3.0,2013-03-10 23:00:00,Semi
2013,3,11,0,90.0,0.3,2013-03-11 00:00:00,Semi
2013,3,11,1,95.0,-0.7,2013-03-11 01:00:00,Semi
2013,3,11,2,95.0,-1.7,2013-03-11 02:00:00,Semi
2013,3,11,3,96.0,-2.1,2013-03-11 03:00:00,Semi
2013,3,11,4,97.0,-1.6,2013-03-11 04:00:00,Semi
2013,3,11,5,106.0,-2.3,2013-03-11 05:00:00,Semi
2013,3,11,6,114.0,-2.1,2013-03-11 06:00:00,Semi
2013,3,11,7,112.0,1.3,2013-03-11 07:00:00,Semi
2013,3,11,8,113.0,3.1,2013-03-11 08:00:00,Semi
2013,3,11,9,120.0,4.6,2013-03-11 09:00:00,Semi
2013,3,11,10,141.0,6.7,2013-03-11 10:00:00,Semi
2013,3,11,11,140.0,7.6,2013-03-11 11:00:00,Semi
2013,3,11,12,149.0,9.7,2013-03-11 12:00:00,Semi
2013,3,11,13,150.0,11.3,2013-03-11 13:00:00,Semi
2013,3,11,14,114.0,11.4,2013-03-11 14:00:00,Semi
2013,3,11,15,106.0,10.7,2013-03-11 15:00:00,Semi
2013,3,11,16,113.0,10.4,2013-03-11 16:00:00,Semi
2013,3,11,17,132.0,9.7,2013-03-11 17:00:00,Semi
2013,3,11,18,149.0,9.7,2013-03-11 18:00:00,Semi
2013,3,11,19,144.0,9.6,2013-03-11 19:00:00,Semi
2013,3,11,20,156.0,9.8,2013-03-11 20:00:00,Semi
2013,3,11,21,174.0,9.6,2013-03-11 21:00:00,Semi
2013,3,11,22,152.0,9.3,2013-03-11 22:00:00,Semi
2013,3,11,23,113.0,8.6,2013-03-11 23:00:00,Semi
2013,3,12,0,89.0,6.3,2013-03-12 00:00:00,Semi
2013,3,12,1,106.0,4.8,2013-03-12 01:00:00,Semi
2013,3,12,2,125.0,5.3,2013-03-12 02:00:00,Semi
2013,3,12,3,117.0,6.4,2013-03-12 03:00:00,Semi
2013,3,12,4,112.0,4.3,2013-03-12 04:00:00,Semi
2013,3,12,5,140.0,4.7,2013-03-12 05:00:00,Semi
2013,3,12,6,146.0,4.1,2013-03-12 06:00:00,Semi
2013,3,12,7,115.0,3.5,2013-03-12 07:00:00,Semi
2013,3,12,8,120.0,3.1,2013-03-12 08:00:00,Semi
2013,3,12,9,116.0,3.4,2013-03-12 09:00:00,Semi
2013,3,12,10,123.0,3.7,2013-03-12 10:00:00,Semi
2013,3,12,11,130.0,4.4,2013-03-12 11:00:00,Semi
2013,3,12,12,132.0,4.8,2013-03-12 12:00:00,Semi
2013,3,12,13,129.0,5.3,2013-03-12 13:00:00,Semi
2013,3,12,14,139.0,5.6,2013-03-12 14:00:00,Semi
2013,3,12,15,135.0,6.4,2013-03-12 15:00:00,Semi
2013,3,12,16,133.0,6.6,2013-03-12 16:00:00,Semi
2013,3,12,17,141.0,6.4,2013-03-12 17:00:00,Semi
2013,3,12,18,124.0,5.8,2013-03-12 18:00:00,Semi
2013,3,12,19,137.0,3.3,2013-03-12 19:00:00,Semi
2013,3,12,20,160.0,2.9,2013-03-12 20:00:00,Semi
2013,3,12,21,140.0,3.6,2013-03-12 21:00:00,Semi
2013,3,12,22,88.0,1.9,2013-03-12 22:00:00,Semi
2013,3,12,23,50.0,3.8,2013-03-12 23:00:00,Semi
2013,3,13,0,22.0,3.4,2013-03-13 00:00:00,Semi
2013,3,13,1,10.0,2.7,2013-03-13 01:00:00,Semi
2013,3,13,2,10.0,2.8,2013-03-13 02:00:00,Semi
2013,3,13,3,7.0,2.4,2013-03-13 03:00:00,Semi
2013,3,13,4,11.0,0.3,2013-03-13 04:00:00,Semi
2013,3,13,5,3.0,-0.9,2013-03-13 05:00:00,Semi
2013,3,13,6,3.0,0.8,2013-03-13 06:00:00,Semi
2013,3,13,7,3.0,3.7,2013-03-13 07:00:00,Semi
2013,3,13,8,8.0,4.8,2013-03-13 08:00:00,Semi
2013,3,13,9,20.0,5.5,2013-03-13 09:00:00,Semi
2013,3,13,10,16.0,6.4,2013-03-13 10:00:00,Semi
2013,3,13,11,14.0,6.6,2013-03-13 11:00:00,Semi
2013,3,13,12,12.0,7.6,2013-03-13 12:00:00,Semi
2013,3,13,13,17.0,8.5,2013-03-13 13:00:00,Semi
2013,3,13,14,15.0,9.5,2013-03-13 14:00:00,Semi
2013,3,13,15,3.0,9.7,2013-03-13 15:00:00,Semi
2013,3,13,16,3.0,9.1,2013-03-13 16:00:00,Semi
2013,3,13,17,3.0,7.1,2013-03-13 17:00:00,Semi
2013,3,13,18,23.0,6.1,2013-03-13 18:00:00,Semi
2013,3,13,19,31.0,5.5,2013-03-13 19:00:00,Semi
2013,3,13,20,37.0,5.0,2013-03-13 20:00:00,Semi
2013,3,13,21,35.0,4.8,2013-03-13 21:00:00,Semi
2013,3,13,22,37.0,4.0,2013-03-13 22:00:00,Semi
2013,3,13,23,42.0,2.9,2013-03-13 23:00:00,Semi
2013,3,14,0,62.0,2.5,2013-03-14 00:00:00,Semi
2013,3,14,1,71.0,1.6,2013-03-14 01:00:00,Semi
2013,3,14,2,60.0,1.3,2013-03-14 02:00:00,Semi
2013,3,14,3,65.0,-0.1,2013-03-14 03:00:00,Semi
2013,3,14,4,49.0,-0.5,2013-03-14 04:00:00,Semi
2013,3,14,5,72.0,-0.8,2013-03-14 05:00:00,Semi
2013,3,14,6,73.0,-0.8,2013-03-14 06:00:00,Semi
2013,3,14,7,69.0,-0.4,2013-03-14 07:00:00,Semi
2013,3,14,8,72.0,0.5,2013-03-14 08:00:00,Semi
2013,3,14,9,84.0,2.2,2013-03-14 09:00:00,Semi
2013,3,14,10,101.0,3.9,2013-03-14 10:00:00,Semi
2013,3,14,11,111.0,5.5,2013-03-14 11:00:00,Semi
2013,3,14,12,97.0,7.2,2013-03-14 12:00:00,Semi
2013,3,14,13,104.0,8.7,2013-03-14 13:00:00,Semi
2013,3,14,14,108.0,9.9,2013-03-14 14:00:00,Semi
2013,3,14,15,105.0,9.3,2013-03-14 15:00:00,Semi
2013,3,14,16,105.0,8.6,2013-03-14 16:00:00,Semi
2013,3,14,17,106.0,7.6,2013-03-14 17:00:00,Semi
2013,3,14,18,115.0,6.8,2013-03-14 18:00:00,Semi
2013,3,14,19,119.0,6.2,2013-03-14 19:00:00,Semi
2013,3,14,20,115.0,5.9,2013-03-14 20:00:00,Semi
2013,3,14,21,119.0,3.5,2013-03-14 21:00:00,Semi
2013,3,14,22,140.0,1.4,2013-03-14 22:00:00,Semi
2013,3,14,23,162.0,1.6,2013-03-14 23:00:00,Semi
2013,3,15,0,165.0,2.3,2013-03-15 00:00:00,Semi
2013,3,15,1,180.0,2.4,2013-03-15 01:00:00,Semi
2013,3,15,2,183.0,2.0,2013-03-15 02:00:00,Semi
2013,3,15,3,182.0,1.5,2013-03-15 03:00:00,Semi
2013,3,15,4,173.0,1.0,2013-03-15 04:00:00,Semi
2013,3,15,5,166.0,0.7,2013-03-15 05:00:00,Semi
2013,3,15,6,163.0,0.6,2013-03-15 06:00:00,Semi
2013,3,15,7,137.0,2.4,2013-03-15 07:00:00,Semi
2013,3,15,8,164.0,4.2,2013-03-15 08:00:00,Semi
2013,3,15,9,172.0,6.4,2013-03-15 09:00:00,Semi
2013,3,15,10,173.0,8.1,2013-03-15 10:00:00,Semi
2013,3,15,11,3.0,9.0,2013-03-15 11:00:00,Semi
2013,3,15,12,110.0,10.3,2013-03-15 12:00:00,Semi
2013,3,15,13,227.0,12.0,2013-03-15 13:00:00,Semi
2013,3,15,14,236.0,12.2,2013-03-15 14:00:00,Semi
2013,3,15,15,256.0,12.3,2013-03-15 15:00:00,Semi
2013,3,15,16,287.0,11.5,2013-03-15 16:00:00,Semi
2013,3,15,17,278.0,10.6,2013-03-15 17:00:00,Semi
2013,3,15,18,269.0,9.1,2013-03-15 18:00:00,Semi
2013,3,15,19,286.0,7.0,2013-03-15 19:00:00,Semi
2013,3,15,20,304.0,6.3,2013-03-15 20:00:00,Semi
2013,3,15,21,312.0,7.1,2013-03-15 21:00:00,Semi
2013,3,15,22,316.0,7.3,2013-03-15 22:00:00,Semi
2013,3,15,23,353.0,7.3,2013-03-15 23:00:00,Semi
2013,3,16,0,355.0,6.5,2013-03-16 00:00:00,Semi
2013,3,16,1,328.0,5.9,2013-03-16 01:00:00,Semi
2013,3,16,2,308.0,5.9,2013-03-16 02:00:00,Semi
2013,3,16,3,304.0,5.6,2013-03-16 03:00:00,Semi
2013,3,16,4,314.0,3.9,2013-03-16 04:00:00,Semi
2013,3,16,5,276.0,5.3,2013-03-16 05:00:00,Semi
2013,3,16,6,276.0,4.8,2013-03-16 06:00:00,Semi
2013,3,16,7,275.0,6.0,2013-03-16 07:00:00,Semi
2013,3,16,8,278.0,8.4,2013-03-16 08:00:00,Semi
2013,3,16,9,272.0,10.7,2013-03-16 09:00:00,Semi
2013,3,16,10,264.0,12.6,2013-03-16 10:00:00,Semi
2013,3,16,11,270.0,13.5,2013-03-16 11:00:00,Semi
2013,3,16,12,227.0,14.0,2013-03-16 12:00:00,Semi
2013,3,16,13,183.0,14.1,2013-03-16 13:00:00,Semi
2013,3,16,14,166.0,14.5,2013-03-16 14:00:00,Semi
2013,3,16,15,150.0,13.6,2013-03-16 15:00:00,Semi
2013,3,16,16,165.0,12.9,2013-03-16 16:00:00,Semi
2013,3,16,17,185.0,12.4,2013-03-16 17:00:00,Semi
2013,3,16,18,216.0,12.0,2013-03-16 18:00:00,Semi
2013,3,16,19,188.0,10.8,2013-03-16 19:00:00,Semi
2013,3,16,20,197.0,10.0,2013-03-16 20:00:00,Semi
2013,3,16,21,228.0,9.2,2013-03-16 21:00:00,Semi
2013,3,16,22,242.0,8.3,2013-03-16 22:00:00,Semi
2013,3,16,23,210.0,7.8,2013-03-16 23:00:00,Semi
2013,3,17,0,166.0,7.2,2013-03-17 00:00:00,Semi
2013,3,17,1,162.0,6.5,2013-03-17 01:00:00,Semi
2013,3,17,2,176.0,5.6,2013-03-17 02:00:00,Semi
2013,3,17,3,217.0,6.8,2013-03-17 03:00:00,Semi
2013,3,17,4,183.0,5.9,2013-03-17 04:00:00,Semi
2013,3,17,5,180.0,5.3,2013-03-17 05:00:00,Semi
2013,3,17,6,184.0,4.2,2013-03-17 06:00:00,Semi
2013,3,17,7,206.0,5.6,2013-03-17 07:00:00,Semi
2013,3,17,8,206.0,7.6,2013-03-17 08:00:00,Semi
2013,3,17,9,257.0,9.3,2013-03-17 09:00:00,Semi
2013,3,17,10,267.0,10.6,2013-03-17 10:00:00,Semi
2013,3,17,11,293.0,12.9,2013-03-17 11:00:00,Semi
2013,3,17,12,322.0,14.4,2013-03-17 12:00:00,Semi
2013,3,17,13,294.0,15.1,2013-03-17 13:00:00,Semi
2013,3,17,14,332.0,15.9,2013-03-17 14:00:00,Semi
2013,3,17,15,352.0,15.5,2013-03-17 15:00:00,Semi
2013,3,17,16,362.0,15.3,2013-03-17 16:00:00,Semi
2013,3,17,17,356.0,14.1,2013-03-17 17:00:00,Semi
2013,3,17,18,344.0,12.0,2013-03-17 18:00:00,Semi
2013,3,17,19,357.0,9.3,2013-03-17 19:00:00,Semi
2013,3,17,20,364.0,11.5,2013-03-17 20:00:00,Semi
2013,3,17,21,392.0,10.9,2013-03-17 21:00:00,Semi
2013,3,17,22,423.0,10.0,2013-03-17 22:00:00,Semi
2013,3,17,23,434.0,8.7,2013-03-17 23:00:00,Semi
